Machine learning, deep learning, information retrieval, natural language processing or data mining, prompt engineering, fine-tuning, evaluating, and developing data collection/annotation/management tooling for LLMs, proficiency in one of Python, Go, Java, C++, excellent knowledge and good practical skills in major machine learning algorithms, excellent data analytical skills, good interpersonal skills and team player, MS or PhD in Computer Science, Artificial Intelligence, Machine Learning, Information Retrieval, Data Science or related field.|https://jobs.apple.com/en-us/details/200541057/aiml-machine-learning-engineer-siri-information-intelligence;17|Apple|Machine Learning Engineer|Here is the list of required skills and experience:

Deep understanding of predictive modeling and machine learning algorithms, excellent knowledge and experience in all major machine learning algorithms, statistical regression and deep learning, strong production experience training and evaluating ML models with accurate pipelines and metrics, proficiency in working with distributed system, Hadoop, Spark, etc., proven programming skills, with proficiency in Python, Java, etc., proficient in design, implementation and maintenance of large-scale, high-performance mail real-time services and frameworks, proficient in Event-driven architecture and messaging frameworks (Pub/Sub, Kafka, and/or RabbitMQ), BS or MS in Computer Science or equivalent, minimum of 5 years of experience.|https://jobs.apple.com/en-us/details/200540808/machine-learning-engineer;18|Apple|Senior Machine Learning Engineer|Here is the list of required skills and experience:

Machine Learning, Recommendation Systems, Personalization, Search, Computational Advertising, Natural Language Processing, Java, C/C++, Python, Spark, TensorFlow, Keras, PyTorch, Deep Learning, Bandits, Probabilistic Graphical Models, Reinforcement Learning, 6+ years related experience, Ph.D. or Masters in a quantitative field (e.g. Computer Science, Applied Mathematics, or Statistics)|https://jobs.apple.com/en-us/details/200541230/senior-machine-learning-engineer;19|Apple|Senior Machine Learning Engineer|Here is the list of required skills and experience:      

Machine Learning, Recommendation Systems, Personalization, Search, Computational Advertising or Natural Language Processing, Java, C/C++, Python, Spark, TensorFlow, Keras, PyTorch, Deep Learning, Bandits, Probabilistic Graphical Models, Reinforcement Learning, problem solving, analytical skills, communication, collaboration, strategic thinking, 6+ years related experience, Ph.D. or Masters in a quantitative field (such as Computer Science, Applied Mathematics, or Statistics)|https://jobs.apple.com/en-us/details/200541229/senior-machine-learning-engineer;20|Apple|Senior Machine Learning Engineer|5+ years of industry experience building machine learning and deep learning based software applications, Strong machine learning and deep learning fundamentals, Hands on experience with large language models (LLMs) and parameter efficient fine tuning of LLMs, Solid understanding of inference speed up techniques such as speculative decoding and optimization of LLMs for human preferences, Proficiency with deep learning toolkits such as PyTorch, Exceptional problem-solving and interpersonal skills, Robust applied software methodology, process, and quality skills to take an ML algorithm from a prototype to a final production quality deployment, Proven ability to excel in a fast-paced development team|https://jobs.apple.com/en-us/details/200541672/senior-machine-learning-engineer;21|Apple|AIML - ML Engineer, Machine Learning Platform & Infrastructure|Here is the list of required skills and experience:

ML fundamentals, PyTorch, TensorFlow, JAX, Transformers, CNNs, Stable Diffusion, performance modeling, profiling of computer systems, power analysis, on-device ML frameworks (CoreML, TFLite, ExecuTorch), software architecture, APIs, high-performance extensible software, scalable software systems, Python, C/C++, collaboration and communication skills, Masters in Computer Science or relevant disciplines.|https://jobs.apple.com/en-us/details/200542828/aiml-ml-engineer-machine-learning-platform-infrastructure;22|Apple|AIML - Software Engineer, Machine Learning Platform and Technologies|Strong coding skills, Strong background in computer science: algorithms and data structures, Experience with backend development, code performance tuning and testing, Experience with cloud services (S3/EC2/EKS/etc. in AWS, and GKE/GCS/etc. in GCP) and Kubernetes, Key QualificationsExperience with cluster setup / management, monitoring and logging, Excellent interpersonal skills able to work independently as well as in a team, Experience with Information Retrieval, Large Scale Data-Mining and/or Machine learning|https://jobs.apple.com/en-us/details/200552189/aiml-software-engineer-machine-learning-platform-and-technologies;23|Apple|Machine Learning Scientist/Engineer, Applied Machine Learning|There is no job description provided, so I cannot produce a list of required skills and experience.|https://jobs.apple.com/en-us/details/200550263/machine-learning-scientist-engineer-applied-machine-learning;24|Apple|AIML - Sr Machine Learning Engineer, Data and ML Innovation|Here is the list of required skills and experience:

computer vision, natural language processing, machine learning, Python, PyTorch, Jax, problem-solving, communication, 5+ years of experience with developing and evaluating ML applications, publication record in relevant conferences.|https://jobs.apple.com/en-us/details/200537887/aiml-sr-machine-learning-engineer-data-and-ml-innovation;25|Apple|SoC Machine Learning Design Engineer|Here is the list of required skills and experience:

generative AI, modern machine learning methods, deep neural networks, reinforcement learning, math background, algorithms, data structures, PyTorch, TensorFlow, JAX, MLX, Verilog, SystemVerilog, VHDL, communication skills, collaboration skills, Master's or PhD with relevant publications|https://jobs.apple.com/en-us/details/200543751/soc-machine-learning-design-engineer;26|Apple|Applied Machine Learning Engineer|Here is the list of required skills and experience:

Deep Learning, classical Machine Learning, CNN/RNN architectures, GAN, active learning, k-shot learning, model complexity reduction techniques, Python programming, TensorFlow, PyTorch, signal processing, C++ or Objective-C programming, BS degree, 3+ years relevant industry experience.|https://jobs.apple.com/en-us/details/200550889/applied-machine-learning-engineer;27|Apple|AIML - Sr Data Scientist, AIML Data|Here is the list of required skills and experience:

data science, machine learning, analytics, statistical data analysis, A/B testing, prompt engineering, fine-tune foundational models, Python, R, Scala, SQL, Spark, 5 years of relevant work experience.|https://jobs.apple.com/en-us/details/200529784/aiml-sr-data-scientist-aiml-data;28|Apple|Software Engineer, AIML Enterprise Systems|Java, Spring/Spring Boot, object-oriented software design concepts, SOA, SQL, NoSQL, workflow-based development frameworks (e.g. Temporal or Flowable), cloud native technologies (e.g. Docker, Kubernetes), AWS, front-end technologies (e.g. Angular), experience with building high-performance applications, strong coding skills, excellent analytical and creative problem-solving skills, excellent interpersonal skills, passion for innovation, BS in Computer Science or related technical field or equivalent practical experience.|https://jobs.apple.com/en-us/details/200518836/software-engineer-aiml-enterprise-systems;29|Google|AI/ML Engineer, Google Cloud|Here is the list of required skills and experience in a comma-separated format:

Machine Learning, technical advisory, solution delivery, customer education, public sector industry knowledge, US government and educational institutions, cloud computing, Google Cloud products and features.

Note that I excluded intent development, CI/CD, pipeline design, and training and evaluation of Machine Learning models as per your request. Let me know if you need any further assistance!|https://www.google.com/about/careers/applications/jobs/results/92925276228330182-aiml-engineer-google-cloud;30|Google|Multimedia Machine Learning Architect, Silicon|Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or equivalent practical experience, 3 years of experience with machine learning or hardware acceleration, experience with SoC design and architecture, proficiency in C/C++/Python, experience with Machine Learning frameworks such as TensorFlow/TensorFlow Lite, PyTorch, familiarity with computer vision and natural language processing algorithms, experience with Linux operating system, strong analytical and problem-solving skills.|https://www.google.com/about/careers/applications/jobs/results/142569944209334982-multimedia-machine-learning-architect-silicon;31|Google|Senior Software Developer Machine Learning, Google Cloud Platforms|Here is the list of required skills and experience in a comma-separated format:

Technical expertise, software development, full-stack development, project management, leadership qualities, problem-solving skills, data center development, network management, cloud computing, Google Cloud Platform, enterprise-grade solutions, coding languages (not specified), design reviews, code testing, debugging, issue triage, analytical skills, communication skills, English proficiency.

Note that some of these are soft skills or personal qualities rather than specific technical skills.|https://www.google.com/about/careers/applications/jobs/results/121029388287255238-senior-software-developer-machine-learning-google-cloud-platforms;32|Google|Machine Learning GPU Performance Engineer|Here is the list of required skills and experience:

Bachelor's degree or equivalent practical experience, 5 years of experience with software development in one or more programming languages, 3 years of experience testing, maintaining, or launching software products, 1 year of experience with software design and architecture, 3 years of experience with performance, systems data analysis, visualization tools, or debugging.|https://www.google.com/about/careers/applications/jobs/results/106027235831358150-machine-learning-gpu-performance-engineer;33|Google|Senior Director of Engineering, Machine Learning Compiler|Here is the list of required skills and experience:

compiler development, machine learning optimization, ML accelerators, TPUs or GPUs, leading and growing technical teams, machine learning frameworks (e.g., Jax, PyTorch, TensorFlow)|https://www.google.com/about/careers/applications/jobs/results/98515369169167046-senior-director-of-engineering-machine-learning-compiler;34|Google|Product Engineer, Machine Learning and GPU Accelerators|Here is the list of required skills and experience:

Bachelor's degree in Electrical Engineering or a related field, 8 years of experience, Design For Excellence (DFX), test strategy, manufacturing plan implementation, product debug training, yield bridge analysis, technology assessment, product qualification plans, reliability testing, cross-functional team leadership.|https://www.google.com/about/careers/applications/jobs/results/132399917449519814-product-engineer-machine-learning-and-gpu-accelerators;35|Google|Principal Engineer, Frameworks and APIs|Here is the list of required skills and experience:

Bachelor's degree in Computer Science, 15+ years of experience, C++, Python, machine learning, leadership skills.|https://www.google.com/about/careers/applications/jobs/results/77377536761176774-principal-engineer-frameworks-and-apis;36|Google|Customer Engineer, Machine Learning, Google Cloud|Here is the list of required skills and experience in a comma-separated format:

Technical sales, machine learning subject matter expertise, Google Cloud, technical feature explanation, architecture design, problem-solving, Tensor Processing Unit (TPU), cloud computing, enterprise customer requirement understanding, business value demonstration, travel up to 40% of the time, technical objection resolution, strategy development, English proficiency.|https://www.google.com/about/careers/applications/jobs/results/129058722004509382-customer-engineer-machine-learning-google-cloud;37|Google|Research Scientist, Machine Learning|PhD degree in Computer Science or related field, experience in computer vision, machine learning, and deep learning, experience with graphics and imaging research, coding skills in C++ or Python, one or more scientific publication submissions for conferences, journals, or public repositories, experience driving progress, solving problems, and mentoring junior team members.|https://www.google.com/about/careers/applications/jobs/results/136196754713256646-research-scientist-machine-learning;38|Google|Enterprise Customer Engineer, Conversational AI|Here is the list of required skills and experience in a comma-separated format:

Technical expertise in Conversational AI and Contact Center applications, Google Cloud, AI/ML solutions, ability to explain technical features, problem-solving skills, travel up to 40% of the time, excellent communication and presentation skills, ability to influence strategy, experience working with enterprise customers, understanding of business value of Google Cloud AI/ML solutions.

Let me know if you'd like me to break this down into separate lists or clarify any specific requirements.|https://www.google.com/about/careers/applications/jobs/results/105804292668957382-enterprise-customer-engineer-conversational-ai;39|Google|Engineering Manager, Creator Support, Youtube|Bachelor's degree or equivalent practical experience, 8 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript), 3 years of experience in a technical leadership role, overseeing projects, 2 years of experience in a people management/supervision/team leadership role, Machine Learning and Gen AI, chatbots, experience managing teams of Software Engineers and developed technical leads, expertise with the Support domain.|https://www.google.com/about/careers/applications/jobs/results/136896339112796870-engineering-manager-creator-support-youtube;40|Google|Senior Product Manager, Machine Learning Frameworks, Google Cloud|Here is the list of required skills and experience:

Machine Learning, AI research, recommended systems, content understanding, developer platforms, components, infrastructure, product management, strategy development, roadmap development, leadership, communication, influencing, executive leadership, engineering, cross-functional teams, business metrics, data analysis.

Note: Some of these may not be strictly "skills" or "experience", but rather qualities or abilities required for the role.|https://www.google.com/about/careers/applications/jobs/results/75409437522567878-senior-product-manager-machine-learning-frameworks-google-cloud;41|Google|TPU Simulator Software Engineer, Silicon|Here is the list of required skills and experience:

C++, data structures/algorithms, software development, testing, maintaining, launching software products, software design, architecture, 5 years of experience with software development, 3 years of experience testing/maintaining/launching software products, 1 year of experience with software design/architecture.|https://www.google.com/about/careers/applications/jobs/results/80209924348355270-tpu-simulator-software-engineer-silicon;42|Google|Software Engineer III, Machine Learning, YouTube|Here is the list of required skills and experience in a comma-separated format:

Product or system development code writing, design review participation or leadership, code review, documentation contribution, product/program update adaptation, issue triage, debugging, tracking, resolution, analytical problem-solving, technical expertise, scalability and storage solutions knowledge, large-scale applications understanding, platform development for developers, Google Ads, Chrome, Android, YouTube, social media, local technologies familiarity.

Note that the job description does not explicitly mention specific programming languages or tools, so I did not include those in the list.|https://www.google.com/about/careers/applications/jobs/results/115756810998031046-software-engineer-iii-machine-learning-youtube;43|Google|Program Manager II, Software Engineering, Google Display Ads|Bachelor's degree or equivalent practical experience, 2+ years of experience in program management, experience with Machine Learning, SQL, project management tools, ability to communicate technical information to non-technical stakeholders, experience working with cross-functional teams, strong analytical and problem-solving skills.|https://www.google.com/about/careers/applications/jobs/results/75165738930709190-program-manager-ii-software-engineering-google-display-ads;44|Google|Silicon Validation Engineer, ML/AI, Silicon|Bachelor's degree in Mechanical Engineering, Electrical Engineering, Industrial Engineering or equivalent practical experience, 3 years of experience with pre-silicon or post-silicon domains, 2 years of experience in silicon validation, C++, Python/Perl/Tcl, complex system debug, embedded operating systems, bare metal programming, Machine Learning (ML) inference, AI accelerators, Tensor/Neural Processing Units, operating system fundamentals.|https://www.google.com/about/careers/applications/jobs/results/127179125929452230-silicon-validation-engineer-mlai-silicon;45|Google|Student Researcher, PhD, Winter/Summer 2024|Here is the list of required skills and experience:

Currently enrolled in a full-time degree program, currently attending a degree program in Canada, experience as a researcher, experience contributing to research communities or efforts, experience with one or more general purpose programming languages (e.g., Python, Java, JavaScript, C/C++, etc.), ability to communicate in English fluently.|https://www.google.com/about/careers/applications/jobs/results/73557614148887238-student-researcher-phd-wintersummer-2024;46|Google|Generative Artificial Intelligence Specialist, Google Cloud|Bachelor's degree in Computer Science or equivalent practical experience, technical Solution Architect in a cloud computing environment or customer-facing role, LLMs, Open Source, Big Data, Machine Learning (ML), Tensor Processing Unit (TPU), Google Cloud AI products, Large Language Models (LLMs), specialized ML hardware, 5+ years of experience in AI, Cloud Computing, and/or Technical Sales.|https://www.google.com/about/careers/applications/jobs/results/90355679436382918-generative-artificial-intelligence-specialist-google-cloud;47|Google|Software Engineer III, Machine Learning, Google Research|Here is the list of required skills and experience:

Python or other programming languages, Machine Learning software development, Computer Vision, linear algebra, statistics, calculus, Artificial Intelligence algorithms, software development, 2 years of experience with developing Machine Learning software models algorithms, 1 year of experience with an advanced degree.|https://www.google.com/about/careers/applications/jobs/results/103026933813387974-software-engineer-iii-machine-learning-google-research;48|Google|Privacy Engineer III, Machine Learning|Bachelor's degree or equivalent practical experience, 2 years of experience designing solutions that maintain or enhance the privacy posture of the organization, 2 years of experience applying privacy technologies, experience managing multiple high priority requests, end-to-end development of ML models and applications, knowledge of common regulatory frameworks (e.g., GDPR, CCPA), understanding of privacy principles.|https://www.google.com/about/careers/applications/jobs/results/113782965630051014-privacy-engineer-iii-machine-learning;49|Google|Product Engineer, Machine Learning and GPU Accelerators|Bachelor's degree in Electrical Engineering or related field, 8 years of experience as a Manufacturing, Quality, Reliability, or Operations Engineer, experience with Design For Excellence (DFX), test strategy, manufacturing plan implementation, factory readiness, product debug training, yield bridge analysis, technology assessment, product qualification plans, reliability testing, cross-functional team leadership, English proficiency.|https://www.google.com/about/careers/applications/jobs/results/132399917449519814-product-engineer-machine-learning-and-gpu-accelerators;50|Google|Machine Learning GPU Performance Engineer|Here is the list of required skills and experience:

Bachelor's degree or equivalent practical experience, 5 years of experience with software development in one or more programming languages, 3 years of experience testing, maintaining, or launching software products, 1 year of experience with software design and architecture, 3 years of experience with performance, systems data analysis, visualization tools, or debugging.|https://www.google.com/about/careers/applications/jobs/results/106027235831358150-machine-learning-gpu-performance-engineer;51|Google|Staff Software Engineer, Machine Learning, YouTube|Here is the list of required skills and experience in a comma-separated format:

product or system development code, design reviews, code review, best practices (e.g. style guidelines, checking code in, accuracy, testability, and efficiency), documentation or educational content creation, product/program updates, user feedback, triage product or system issues, debugging, tracking, resolving issues, analyzing sources of issues, impact on hardware, network, or service operations and quality, English proficiency|https://www.google.com/about/careers/applications/jobs/results/139712984577385158-staff-software-engineer-machine-learning-youtube;52|Google|Research Scientist, Voice and Audio Algorithms|Master's degree in Electrical Engineering, Computer Science, or a related field, 6 years of experience developing Digital Signal Processing algorithms, including voice processing (e.g., noise suppression, spectral analysis), experience designing and implementing real-time Machine Learning (ML) based voice processing algorithms for embedded systems or mobile platforms, experience in one or more of the following: LLM, NLP, ASR, TTS, ML/AI using C, C++, Python.|https://www.google.com/about/careers/applications/jobs/results/90691832567997126-research-scientist-voice-and-audio-algorithms;53|Meta|AI Research Scientist - Computer Vision (Technical Leadership)|Here is the comma-separated list of required skills and experience:

Bachelor's degree in Computer Science, Computer Engineering, or relevant technical field, PhD in Computer Vision, Robotics, State Estimation, 3D Reconstruction, Object Tracking, Physics based models, or a related field, experience in applying research to production problems, experience leading a team in solving modeling problems using AI/ML approaches, experience communicating research for public audiences of peers, proven publications in machine learning, AI, computer science, statistics, applied mathematics, data science, or related technical fields, experience with real world system building and data collection, including design, coding (C++) and evaluation (C++/Python), hands-on experience implementing 3D computer vision algorithms, Sensor Fusion, Reconstruction, Object Tracking, Mapping, and Image Processing.|https://www.metacareers.com/v2/jobs/581510453876384/;54|Meta|Research Scientist, Central Applied Science (PhD)|Here is the list of required skills and experience:      

PhD in Computer Science, Data Science, or a related field, or equivalent practical experience, Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, empirical research experience, algorithm development experience in languages like Python, C, C++, Java, data analysis experience using languages like Python or R.|https://www.metacareers.com/v2/jobs/426653153393004/;55|Meta|Software Engineer, Systems ML - PyTorch Compiler / ML Framework / Performance|Bachelor's degree in Computer Science, Computer Engineering, or relevant technical field, PhD degree in Computer Science, Computer Vision, Generative AI, NLP, or relevant technical field, 2+ years of research or industry experience in compilers, ML systems, ML accelerators, HPC, GPU performance, and similar, proficiency in Python or CUDA programming, familiarity with PT2 technologies, Triton, MLIR, or experiences working inside PyTorch, expert knowledge in GPU performance and writing high-performance CUDA kernels.|https://www.metacareers.com/v2/jobs/2002504426814350/;56|Meta|Research Engineer - Computer Vision & Machine Learning|PhD degree or postdoctoral assignment in Computer Vision, Machine Learning, Computer Graphics, Robotics or similar, 3+ years experience with computer vision – specifically 2D/3D scene understanding, 2+ years of experience engineering in C++ or Python, 2+ Experience with computer vision/machine learning libraries such as OpenCV / Torch, knowledge in image analysis, machine learning, information theory, and 3D geometry, Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.|https://www.metacareers.com/v2/jobs/288227400754703/;57|Meta|Software Engineer, Systems ML - SW/HW Co-design|Here is the list of required skills and experience:

Bachelor's degree in Computer Science, Computer Engineering, or relevant technical field, specialized experience in one or more of the following machine learning/deep learning domains: Hardware accelerators architecture, GPU architecture, machine learning compilers, or ML systems, AI infrastructure, high performance computing, performance optimizations, or Machine learning frameworks (e.g. PyTorch), numerics and SW/HW co-design, C/C++ or Python programming languages.|https://www.metacareers.com/v2/jobs/1838924999834487/;58|Meta|AI Research Scientist - Language (Technical Leadership)|Here is the list of required skills and experience:

Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, Ph.D. and publications in machine learning, AI, computer science, statistics, applied mathematics, data science, or related technical fields, 4+ years of work experience post PhD in a university, industry, or government lab(s), in a role with primary emphasis on AI research, experience leading a team in solving modeling problems using AI/ML approaches, experience in applying research to production problems, experience communicating research for public audiences of peers, Python, C/C++, or C#|https://www.metacareers.com/v2/jobs/770620888257616/;59|Meta|Software Engineer, Computer Vision - Reality Labs|Bachelor's degree in Computer Science, Computer Engineering, or relevant technical field, experience developing computer vision algorithms or computer vision infrastructure in C/C++ or Python, experience in one or more of the following areas: Deep Learning, Computer Vision, AR/VR, 3D Vision, Robotics, Machine Learning or artificial intelligence, distributed systems, on-device algorithm development, deep learning and PyTorch.|https://www.metacareers.com/v2/jobs/1399403320839100/;60|Meta|Research Engineer, Language - Reality Labs|Here is the list of required skills and experience:

None, as there is no job description provided. The text appears to be a general careers webpage with various links and information about the company culture, benefits, and policies.|https://www.metacareers.com/v2/jobs/1554466278472918/;61|Meta|Research Scientist, Machine Perception (PhD)|PhD in Computer Science or related field, 5+ years of experience in researching and developing novel computer vision and Machine Learning Algorithms and Systems, 3+ years of experience working with Deep Learning, designing data collection protocols and quality control, technical knowledge across a range of topics including Machine Learning, Optimization, Bayesian Statistics and State Estimation.|https://www.metacareers.com/v2/jobs/1474241126834718/;62|Meta|Codec Avatars Research Scientist|Here is the comma-separated list of required skills and experience:  

Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, PhD degree and/or postdoctoral assignment in computer vision, computer graphics, machine learning or a related field, first author publications in computer vision, machine learning or computer graphics peer-reviewed conferences, large-scale training and 3D human modeling.|https://www.metacareers.com/v2/jobs/3107749836028643/;63|Meta|Postdoctoral Researcher, Central Applied Science, Adaptive Experimentation (PhD)|PhD in Computer Science, Machine Learning, Statistics, Operations Research or related field, Python with PyTorch or related deep learning frameworks, research experience and publication track record in Bayesian optimization, active learning, probabilistic methods and/or deep learning, Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.|https://www.metacareers.com/v2/jobs/831683095490690/;64|Meta|Research Scientist, Generative AI - Speech & Audio|Here is the list of required skills and experience:

PhD in Artificial Intelligence or a related field, research experience in speech recognition, speech processing, machine learning, deep learning, or related fields, experience with development and implementation of speech recognition algorithm/systems and model training, Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, knowledge of deep learning and neural networks, experience working with machine learning libraries like Pytorch, Tensorflow, etc., familiar with scripting languages such as Python and shell scripts.|https://www.metacareers.com/v2/jobs/1074039200587310/;65|Meta|Infrastructure Solutions Program Manager|Here is the list of required skills and experience:

Technical program management, solutions architecture experience, enterprise infrastructure, application development, critical thinking, thought leadership, communication, project management, technical judgment, strategic planning, problem-solving, data analysis, process alignment, cross-functional collaboration, executive communication.|https://www.metacareers.com/v2/jobs/1474239409850093/;66|Meta|Codec Avatars Research Engineer|Here is the list of required skills and experience:

Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, Masters or higher degree in Computer Science or a related technical field, or equivalent experience, Experience with multi-node machine learning training workflows and frameworks, Experience in developing or applying computer graphics algorithms, Experience in developing or applying computer vision algorithms, Adept communication skills, including experience in driving decision-making processes, Experience working with cross-functional teams including, research, software, legal, privacy, and security, Proficiency in Python, Experience in Linux/shell scripting development|https://www.metacareers.com/v2/jobs/753033720169057/;67|Meta|Research Scientist, Machine Learning (PhD)|Here is the list of required skills and experience:

